1	1483153317681	116.302299	0.002698	70	0.0
2	1483153317681	116.30679	0.002698	70	0.0
3	1483153317681	116.313078	0.002698	70	0.0
1	1483153318681	116.302312	0.002698	70	5.1900804
2	1483153318681	116.306805	0.002698	70	6.0255324
3	1483153318681	116.313101	0.002698	70	9.1471572
1	1483153319681	116.302342	0.002698	70	12.250116
2	1483153319681	116.306837	0.002698	70	12.6245412
3	1483153319681	116.313147	0.002698	70	18.3030516
1	1483153320681	116.302387	0.002698	70	18.13167
2	1483153320681	116.306889	0.002698	70	20.8262412
3	1483153320681	116.313209	0.002698	70	25.1111664
1	1483153321681	116.302447	0.002698	70	24.004512
2	1483153321681	116.306964	0.002698	70	30.1579956
3	1483153321681	116.313288	0.002698	70	31.3215048
1	1483153322681	116.302525	0.002698	70	31.1828616
2	1483153322681	116.307057	0.002698	70	37.4021136
3	1483153322681	116.313383	0.002698	70	38.031336
1	1483153323681	116.302623	0.002698	70	39.3049296
2	1483153323681	116.307173	0.002698	70	46.4801112
3	1483153323681	116.313491	0.002698	70	43.2936036
1	1483153324681	116.302741	0.002698	70	47.1581352
2	1483153324681	116.307305	0.002698	70	52.6408308
3	1483153324681	116.313621	0.002698	70	52.437402
1	1483153325681	116.302876	0.002698	70	54.1174536
2	1483153325681	116.307456	0.002698	70	60.563772
3	1483153325681	116.313768	0.002698	70	58.83273
1	1483153326681	116.303024	0.002698	70	59.08275
2	1483153326681	116.307621	0.002698	70	66.066012
3	1483153326681	116.313928	0.002698	70	64.0386432
1	1483153327681	116.30319	0.002698	70	66.5867664
2	1483153327681	116.307803	0.002698	70	72.8786268
3	1483153327681	116.314109	0.002698	70	72.2908044
1	1483153328681	116.303379	0.002698	70	75.7950516
2	1483153328681	116.308004	0.002698	70	80.8263792
3	1483153328681	116.314304	0.002698	70	78.0729372
1	1483153329681	116.30359	0.002698	70	84.4104348
2	1483153329681	116.308218	0.002698	70	85.709538
3	1483153329681	116.314521	0.002698	70	87.2933652
1	1483153330681	116.303816	0.002698	70	90.5643036
2	1483153330681	116.308452	0.002698	70	93.519018
3	1483153330681	116.314761	0.002698	70	96.0478884
1	1483153331681	116.304064	0.002698	70	99.3375144
2	1483153331681	116.308704	0.002698	70	100.9539216
3	1483153331681	116.315013	0.002698	70	100.8938268
1	1483153332681	116.304332	0.002698	70	107.461656
2	1483153332681	116.308977	0.002698	70	109.269666
3	1483153332681	116.315286	0.002698	70	109.4678136
1	1483153333681	116.304617	0.002698	70	114.1465248
2	1483153333681	116.30927	0.002698	70	117.499968
3	1483153333681	116.315573	0.002698	70	115.029054
1	1483153334681	116.304924	0.002698	70	123.0899004
2	1483153334681	116.309579	0.002698	70	123.7331376
3	1483153334681	116.315876	0.002698	70	121.0402368
1	1483153335681	116.305248	0.002698	70	129.659562
2	1483153335681	116.309903	0.002698	70	129.85641
3	1483153335681	116.31619	0.002698	70	126.0241884
1	1483153336681	116.305584	0.002698	70	134.5270392
2	1483153336681	116.310247	0.002698	70	137.7759708
3	1483153336681	116.316522	0.002698	70	133.0789536
1	1483153337681	116.305802	0.002558	70	141.1723188
2	1483153337681	116.310612	0.002698	70	146.3478624
3	1483153337681	116.316582	0.002405	70	137.9699964
1	1483153338681	116.305802	0.002187	70	147.5294472
2	1483153338681	116.310999	0.002698	70	154.849752
3	1483153338681	116.316582	0.002037	70	146.6194212
1	1483153339681	116.305802	0.001796	70	155.5844688
2	1483153339681	116.311408	0.002698	70	164.079468
3	1483153339681	116.316582	0.001651	70	153.4205412
1	1483153340681	116.305802	0.001382	70	164.6310312
2	1483153340681	116.31183	0.002698	70	169.0959276
3	1483153340681	116.316582	0.001245	70	161.9429256
1	1483153341681	116.305802	0.000949	70	172.5221628
2	1483153341681	116.31209	0.002517	70	173.8121076
3	1483153341681	116.316582	0.000818	70	169.7163408
1	1483153342681	116.305802	0.000497	70	179.5974372
2	1483153342681	116.31209	0.002067	70	179.0304444
3	1483153342681	116.316582	0.000375	70	176.4220932
1	1483153343681	116.305802	4.7e-05	70	179.1544968
2	1483153343681	116.31209	0.001616	70	179.6256036
3	1483153343681	116.316582	-7.7e-05	70	179.7807708
1	1483153344681	116.305802	-0.000397	70	176.6216196
